title,authors,average_rating,language_code,publisher,tags
Four Weddings and a Funeral,RichardCurtis,3.75,eng,St.Martin'sGriffin,"four weddings and a funeral,richardcurtis,st.martin'sgriffin"
Halloween,RichardCurtis,4.13,eng,Bantam,"halloween,richardcurtis,bantam"
Janet My Mother and Me A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,WilliamMurray,3.5,eng,Simon&Schuster,"janet my mother and me a memoir of growing up with janet flanner and natalia danesi murray,williammurray,simon&schuster"
Catch That Pass ,MattChristopher,3.91,eng,LittleBrownBooksforYoungReaders,"catch that pass ,mattchristopher,littlebrownbooksforyoungreaders"
Divide and Conquer Tom Clancy s Op Center  7 ,JeffRovin/TomClancy/StevePieczenik,3.8,eng,Berkley,"divide and conquer tom clancy s op center  7 ,jeffrovin/tomclancy/stevepieczenik,berkley"
Death Match Tom Clancy s Net Force Explorers  18 ,DianeDuane/TomClancy/StevePieczenik,4.17,eng,Berkley,"death match tom clancy s net force explorers  18 ,dianeduane/tomclancy/stevepieczenik,berkley"
Line of Control Tom Clancy s Op Center  8 ,JeffRovin/TomClancy/StevePieczenik,3.86,eng,Berkley,"line of control tom clancy s op center  8 ,jeffrovin/tomclancy/stevepieczenik,berkley"
Sea of Fire Tom Clancy s Op Center  10 ,JeffRovin/TomClancy/StevePieczenik,3.89,eng,BerkleyBooks,"sea of fire tom clancy s op center  10 ,jeffrovin/tomclancy/stevepieczenik,berkleybooks"
One is the Loneliest Number Tom Clancy s Net Force Explorers  3 ,DianeDuane/TomClancy/StevePieczenik,3.95,eng,BerkleyPublishingGroup,"one is the loneliest number tom clancy s net force explorers  3 ,dianeduane/tomclancy/stevepieczenik,berkleypublishinggroup"
Aliens Nightmare Asylum,StevePerry,3.67,en-US,SpectraBooks,"aliens nightmare asylum,steveperry,spectrabooks"
The Omega Cage Matador  4 ,StevePerry/MichaelReaves,3.78,eng,Ace,"the omega cage matador  4 ,steveperry/michaelreaves,ace"
The 97th Step Matador  5 ,StevePerry,4.22,eng,Ace,"the 97th step matador  5 ,steveperry,ace"
A Friar s Bloodfeud Knights Templar  20 ,MichaelJecks,4.1,eng,Headline,"a friar s bloodfeud knights templar  20 ,michaeljecks,headline"
Death Ship of Dartmouth Knights Templar  21 ,MichaelJecks,4.06,eng,HeadlineBookPublishing,"death ship of dartmouth knights templar  21 ,michaeljecks,headlinebookpublishing"
The John Deere Two Cylinder Tractor Encyclopedia The Complete Model by Model History,DonMacmillan/WayneG.BroehlJr.,4.75,eng,VoyageurPress,"the john deere two cylinder tractor encyclopedia the complete model by model history,donmacmillan/wayneg.broehljr.,voyageurpress"
Phantoms,RosalindM.Greenberg,3.38,eng,DAW,"phantoms,rosalindm.greenberg,daw"
Fantasy Gone Wrong,MartinH.Greenberg/BrittianyA.Koren/BrianStableford/MickeyZuckerReichert/FionaPatton/JimC.Hines/EstherM.Friesner/DonaldJ.Bingle/AlanDeanFoster/DevonMonk/PhaedraM.Weldon/ChristinaF.York/JanaPaniccia/JosephaSherman/SusanSizemore/MichaelJasper/JannyWurts/LisanneNorman,3.45,eng,DAW,"fantasy gone wrong,martinh.greenberg/brittianya.koren/brianstableford/mickeyzuckerreichert/fionapatton/jimc.hines/estherm.friesner/donaldj.bingle/alandeanfoster/devonmonk/phaedram.weldon/christinaf.york/janapaniccia/josephasherman/susansizemore/michaeljasper/jannywurts/lisannenorman,daw"
The Ghosts in Baker Street New Tales of Sherlock Holmes,MartinH.Greenberg/DanielStashower,3.58,en-US,RunningPress,"the ghosts in baker street new tales of sherlock holmes,martinh.greenberg/danielstashower,runningpress"
Christmas Bestiary,MartinH.Greenberg/JackNimersheim/JaneYolen/JackC.HaldemanII/HarryTurtledove/LauraResnick/MikeResnick/KarenHaber/JaneLindskold/LawrenceSchimel/BarryN.Malzberg/TanyaHuff/MichelleSagaraWest/MarkAronson/StefanR.Dziemianowicz/JenniferRoberson/KristineKathrynRusch/ElizabethAnnScarborough/BarbaraDelaplace/BarbJernigan/BlakeCahoon,3.62,eng,DAW,"christmas bestiary,martinh.greenberg/jacknimersheim/janeyolen/jackc.haldemanii/harryturtledove/lauraresnick/mikeresnick/karenhaber/janelindskold/lawrenceschimel/barryn.malzberg/tanyahuff/michellesagarawest/markaronson/stefanr.dziemianowicz/jenniferroberson/kristinekathrynrusch/elizabethannscarborough/barbaradelaplace/barbjernigan/blakecahoon,daw"
Black Cats and Broken Mirrors,JohnHelfers/EstherM.Friesner/NinaKirikiHoffman/BruceHollandRogers/PeterCrowther/R.Davis/CharlesdeLint/ElizabethAnnScarborough/MichelleSagaraWest/NancySpringer/DeanWesleySmith/KristineKathrynRusch/JosephaSherman/JaneLindskold/GenevieveGorman/KristinSchwengel/Jean-FrançoisPodevin/ZaneStillings/CarolRondou,3.38,eng,DAW,"black cats and broken mirrors,johnhelfers/estherm.friesner/ninakirikihoffman/brucehollandrogers/petercrowther/r.davis/charlesdelint/elizabethannscarborough/michellesagarawest/nancyspringer/deanwesleysmith/kristinekathrynrusch/josephasherman/janelindskold/genevievegorman/kristinschwengel/jean-françoispodevin/zanestillings/carolrondou,daw"
Time Twisters,JeanRabe/MartinH.Greenberg/StephenLeigh/GeneDeWeese/JoeMasdon/DonaldJ.Bingle/SkipWilliams/PennyWilliams/PierceAskegren/NancyVirginiaVarian/WesNicholson/JohnHelfers/ChrisPierson/HarryTurtledove/KevinJ.Anderson/RobertE.Vardeman/JackieCassada/JamesM.Ward/JonL.Breen/LindaP.Baker,3.36,eng,DAW,"time twisters,jeanrabe/martinh.greenberg/stephenleigh/genedeweese/joemasdon/donaldj.bingle/skipwilliams/pennywilliams/pierceaskegren/nancyvirginiavarian/wesnicholson/johnhelfers/chrispierson/harryturtledove/kevinj.anderson/roberte.vardeman/jackiecassada/jamesm.ward/jonl.breen/lindap.baker,daw"
The Western Canon The Books and School of the Ages,HaroldBloom,3.86,eng,RiverheadBooks,"the western canon the books and school of the ages,haroldbloom,riverheadbooks"
Shakespeare The Invention of the Human,HaroldBloom,4.02,eng,TheBerkleyPublishingGroup,"shakespeare the invention of the human,haroldbloom,theberkleypublishinggroup"
The American Religion,HaroldBloom,3.76,en-GB,ChuHartleyPublishersLLC,"the american religion,haroldbloom,chuhartleypublishersllc"
American Caesar Douglas MacArthur 1880 1964,WilliamManchester,4.15,eng,LittleBrown&Company(Boston/Toronto),"american caesar douglas macarthur 1880 1964,williammanchester,littlebrown&company(boston/toronto)"
Winchester Shotguns,DennisAdler/R.L.Wilson,5.0,eng,ChartwellBooks,"winchester shotguns,dennisadler/r.l.wilson,chartwellbooks"
Colossians and Philemon A Critical and Exegetical Commentary International Critical Commentary ,R.McL.Wilson,5.0,eng,T&TClarkInt'l,"colossians and philemon a critical and exegetical commentary international critical commentary ,r.mcl.wilson,t&tclarkint'l"
Maurice Sendak s Seven Little Monsters What Time is It  Book 4,ArthurYorinks/RaymondJafelice,2.75,eng,Volo,"maurice sendak s seven little monsters what time is it  book 4,arthuryorinks/raymondjafelice,volo"
Meditations for Manifesting Morning and Evening Meditations to Literally Create Your Heart s Desire,WayneW.Dyer,4.02,eng,HayHouse,"meditations for manifesting morning and evening meditations to literally create your heart s desire,waynew.dyer,hayhouse"
There s a Spiritual Solution to Every Problem,WayneW.Dyer,4.27,eng,Harper,"there s a spiritual solution to every problem,waynew.dyer,harper"
Michael Smith Elements of Style,MichaelS.Smith/DianeDorransSaeks,4.17,eng,RizzoliInternationalPublications,"michael smith elements of style,michaels.smith/dianedorranssaeks,rizzoliinternationalpublications"
Spares,MichaelMarshallSmith,4.13,eng,HarperCollins,"spares,michaelmarshallsmith,harpercollins"
One of Us,MichaelMarshallSmith,4.04,eng,Bantam,"one of us,michaelmarshallsmith,bantam"
The Secret City Pyrates  1 ,ChrisArcher,4.11,eng,ScholasticPaperbacks,"the secret city pyrates  1 ,chrisarcher,scholasticpaperbacks"
The Theory and Practice of Group Psychotherapy,IrvinD.Yalom/MolynLeszcz,4.17,en-US,BasicBooks,"the theory and practice of group psychotherapy,irvind.yalom/molynleszcz,basicbooks"
When Nietzsche Wept,IrvinD.Yalom,4.32,eng,HarperPerennial,"when nietzsche wept,irvind.yalom,harperperennial"
Existential Psychotherapy,IrvinD.Yalom,4.39,en-US,BasicBooks,"existential psychotherapy,irvind.yalom,basicbooks"
Crown of Stars Crown of Stars  7 ,KateElliott,3.91,eng,DAW,"crown of stars crown of stars  7 ,kateelliott,daw"
Crown Duel Crown  Court 1 2 ,SherwoodSmith,4.19,eng,Firebird,"crown duel crown  court 1 2 ,sherwoodsmith,firebird"
A Rose for the Crown,AnneEasterSmith,4.02,eng,Simon&Schuster,"a rose for the crown,anneeastersmith,simon&schuster"
The Bloody Crown of Conan Conan the Cimmerian  2 ,RobertE.Howard/GaryGianni/PatriceLouinet,4.3,eng,DelReyBallantineRandomHouse,"the bloody crown of conan conan the cimmerian  2 ,roberte.howard/garygianni/patricelouinet,delreyballantinerandomhouse"
Rough Crossings Britain the Slaves and the American Revolution,SimonSchama,3.98,eng,Ecco/HarperCollins,"rough crossings britain the slaves and the american revolution,simonschama,ecco/harpercollins"
Landscape and Memory,SimonSchama,4.17,eng,Vintage,"landscape and memory,simonschama,vintage"
The Embarrassment of Riches An Interpretation of Dutch Culture in the Golden Age,SimonSchama,4.06,en-US,Vintage,"the embarrassment of riches an interpretation of dutch culture in the golden age,simonschama,vintage"
Citizens A Chronicle of the French Revolution,SimonSchama,3.99,en-GB,Penguin,"citizens a chronicle of the french revolution,simonschama,penguin"
The Feelings Book The Care  Keeping of Your Emotions,LyndaMadison/BonnieTimmons/NormBendell,4.16,eng,AmericanGirlPublishingInc,"the feelings book the care  keeping of your emotions,lyndamadison/bonnietimmons/normbendell,americangirlpublishinginc"
A Smart Girl s Guide to Money How to Make It Save It And Spend It,NancyHolyoke/AliDouglass,4.14,en-GB,AmericanGirlPublishingInc,"a smart girl s guide to money how to make it save it and spend it,nancyholyoke/alidouglass,americangirlpublishinginc"
What Would You Do  American Girl Library ,PattiKelleyCriswell/NormBendell,4.26,en-US,AmericanGirlPublishingInc,"what would you do  american girl library ,pattikelleycriswell/normbendell,americangirlpublishinginc"
The Halloween Activity Book Creepy Crawly Hairy Scary Things to Do,MymiDoinet/BenjaminChaud,2.0,eng,ChronicleBooks,"the halloween activity book creepy crawly hairy scary things to do,mymidoinet/benjaminchaud,chroniclebooks"
The Capricorn Stone,MadeleineBrent,3.91,eng,Fawcett,"the capricorn stone,madeleinebrent,fawcett"
Golden Urchin,MadeleineBrent,4.09,en-GB,Fawcett,"golden urchin,madeleinebrent,fawcett"
The Ethics of Ambiguity,SimonedeBeauvoir/BernardFrechtman,4.15,eng,Citadel,"the ethics of ambiguity,simonedebeauvoir/bernardfrechtman,citadel"
She Came to Stay,SimonedeBeauvoir,3.91,en-GB,Flamingo,"she came to stay,simonedebeauvoir,flamingo"
The Coming of Age,SimonedeBeauvoir/PatrickO'Brian,3.88,en-GB,W.W.NortonCompany,"the coming of age,simonedebeauvoir/patricko'brian,w.w.nortoncompany"
A Transatlantic Love Affair Letters to Nelson Algren,SimonedeBeauvoir/NelsonAlgren/SylvieLeBondeBeauvoir/VanessaKling/EllenGordonReeves,4.01,eng,TheNewPress,"a transatlantic love affair letters to nelson algren,simonedebeauvoir/nelsonalgren/sylvielebondebeauvoir/vanessakling/ellengordonreeves,thenewpress"
La force de l âge,SimonedeBeauvoir,4.15,fre,Folio,"la force de l âge,simonedebeauvoir,folio"
What Life Was Like When Rome Ruled the World The Roman Empire 100 BC  AD 200 What Life Was Like ,Time-LifeBooks,3.85,eng,TimeLifeMedical,"what life was like when rome ruled the world the roman empire 100 bc  ad 200 what life was like ,time-lifebooks,timelifemedical"
Sudden Fiction International 60 Short Short Stories,RobertShapard/JamesThomas,3.76,en-US,W.W.NortonCompany,"sudden fiction international 60 short short stories,robertshapard/jamesthomas,w.w.nortoncompany"
Sudden Fiction American Short Short Stories,RobertShapard/JamesThomas,3.84,eng,GibbsSmith,"sudden fiction american short short stories,robertshapard/jamesthomas,gibbssmith"
Sarah Bernhardt,ElizabethSilverthorne/BettyMcCollum,4.25,eng,ChelseaHousePublishers,"sarah bernhardt,elizabethsilverthorne/bettymccollum,chelseahousepublishers"
The Art of Controversy The Essays of Arthur Schopenhauer ,ThomasBaileySaunders,3.85,eng,KessingerPublishing,"the art of controversy the essays of arthur schopenhauer ,thomasbaileysaunders,kessingerpublishing"
The Wisdom of Life,ArthurSchopenhauer/ThomasBaileySaunders,4.14,eng,DoverPublications,"the wisdom of life,arthurschopenhauer/thomasbaileysaunders,doverpublications"
For All Time Time Travelers  4 ,CarolineB.Cooney,3.9,eng,LaurelLeafLibrary,"for all time time travelers  4 ,carolineb.cooney,laurelleaflibrary"
Wanted ,CarolineB.Cooney,3.69,en-US,ScholasticPaperbacks,"wanted ,carolineb.cooney,scholasticpaperbacks"
The Time Travelers Volume One,CarolineB.Cooney,3.94,en-US,LaurelLeaf,"the time travelers volume one,carolineb.cooney,laurelleaf"
The Stranger,CarolineB.Cooney,3.53,eng,Scholastic,"the stranger,carolineb.cooney,scholastic"
Every Night Italian Every Night Italian,GiulianoHazan/MarcellaHazan/DanaGallagher,3.79,eng,Scribner,"every night italian every night italian,giulianohazan/marcellahazan/danagallagher,scribner"
More Classic Italian Cooking,MarcellaHazan,4.48,eng,BallantineBooks,"more classic italian cooking,marcellahazan,ballantinebooks"
Practice Makes Perfect Italian Verb Tenses,PaolaNanni-Tate,4.0,eng,McGraw-HillCompanies,"practice makes perfect italian verb tenses,paolananni-tate,mcgraw-hillcompanies"
Effigies Faye Longchamp  3 ,MaryAnnaEvans,4.03,eng,PoisonedPenPress,"effigies faye longchamp  3 ,maryannaevans,poisonedpenpress"
The Cambridge Companion to Schopenhauer,ChristopherJanaway,3.83,eng,CambridgeUniversityPress,"the cambridge companion to schopenhauer,christopherjanaway,cambridgeuniversitypress"
Stormie A Story of Forgiveness and Healing,StormieOmartian,4.4,eng,HarvestHousePublishers,"stormie a story of forgiveness and healing,stormieomartian,harvesthousepublishers"
The Orion Mystery Unlocking the Secrets of the Pyramids,RobertBauval/AdrianGeoffreyGilbert,3.94,eng,ThreeRiversPress,"the orion mystery unlocking the secrets of the pyramids,robertbauval/adriangeoffreygilbert,threeriverspress"
Orion Orion  1 ,BenBova,3.72,eng,TorScienceFiction,"orion orion  1 ,benbova,torsciencefiction"
Lake Orion Images of America Michigan ,JamesE.Ingram/LoriGrove,4.5,eng,ArcadiaPublishing,"lake orion images of america michigan ,jamese.ingram/lorigrove,arcadiapublishing"
Rick Steves Europe Through the Back Door,RickSteves,4.24,eng,AvalonTravel,"rick steves europe through the back door,ricksteves,avalontravel"
A Dangerous Man Hank Thompson  3 ,CharlieHuston,4.07,eng,BallantineBooks,"a dangerous man hank thompson  3 ,charliehuston,ballantinebooks"
Already Dead Joe Pitt  1 ,CharlieHuston,3.79,en-US,DelRey,"already dead joe pitt  1 ,charliehuston,delrey"
Caught Stealing Hank Thompson  1 ,CharlieHuston,4.04,eng,BallantineBooks,"caught stealing hank thompson  1 ,charliehuston,ballantinebooks"
Ultimate Annuals Volume 2,CharlieHuston/MikeCarey/BrianMichaelBendis/RobertKirkman/MikeDeodato/RyanSook/StuartImmonen/FrazierIrving,3.21,eng,Marvel,"ultimate annuals volume 2,charliehuston/mikecarey/brianmichaelbendis/robertkirkman/mikedeodato/ryansook/stuartimmonen/frazierirving,marvel"
Dead I Well May Be Dead Trilogy 1 ,AdrianMcKinty,3.97,eng,PocketBooks,"dead i well may be dead trilogy 1 ,adrianmckinty,pocketbooks"
The Dead Yard Michael Forsythe 2 ,AdrianMcKinty,4.12,eng,PocketBooks,"the dead yard michael forsythe 2 ,adrianmckinty,pocketbooks"
The Lighthouse Land Lighthouse Trilogy 1 ,AdrianMcKinty,3.6,eng,HarryN.Abrams,"the lighthouse land lighthouse trilogy 1 ,adrianmckinty,harryn.abrams"
Spider Mountain Cam Richter  2 ,P.T.Deutermann,3.92,eng,St.Martin'sPress,"spider mountain cam richter  2 ,p.t.deutermann,st.martin'spress"
The Edge of Honor,P.T.Deutermann,3.97,eng,St.Martin'sPaperbacks,"the edge of honor,p.t.deutermann,st.martin'spaperbacks"
The Firefly,P.T.Deutermann,3.77,eng,St.Martin'sPaperbacks,"the firefly,p.t.deutermann,st.martin'spaperbacks"
Diary of a Spider,DoreenCronin/HarryBliss,4.25,en-US,HarperCollins,"diary of a spider,doreencronin/harrybliss,harpercollins"
The Snow Spider Snow Spider Trilogy  1 ,JennyNimmo,3.7,en-US,OrchardBooks(NY),"the snow spider snow spider trilogy  1 ,jennynimmo,orchardbooks(ny)"
Ultimate Spider Man Volume 16 Deadpool,BrianMichaelBendis/MarkBagley,3.7,eng,Marvel,"ultimate spider man volume 16 deadpool,brianmichaelbendis/markbagley,marvel"
Ultimate Spider Man Volume 7,BrianMichaelBendis/MarkBagley,4.1,eng,Marvel,"ultimate spider man volume 7,brianmichaelbendis/markbagley,marvel"
Fables 1001 Nights of Snowfall,BillWillingham/EsaoAndrews/JohnBolton/MarkBuckingham/JamesJean/DerekKirkKim/TaraMcPherson/JillThompson/MarkWheatley/MichaelWm.Kaluta/CharlesVess/BrianBolland,4.14,eng,Vertigo,"fables 1001 nights of snowfall,billwillingham/esaoandrews/johnbolton/markbuckingham/jamesjean/derekkirkkim/taramcpherson/jillthompson/markwheatley/michaelwm.kaluta/charlesvess/brianbolland,vertigo"
Cold Fire  Hideaway  The Key to Midnight,DeanKoontz/LeighNichols,4.18,eng,PutnamAdult,"cold fire  hideaway  the key to midnight,deankoontz/leighnichols,putnamadult"
Fables Vol 8 Wolves,BillWillingham/MarkBuckingham/SteveLeialoha/ShawnMcManus/AndrewPepoy,4.27,eng,Vertigo,"fables vol 8 wolves,billwillingham/markbuckingham/steveleialoha/shawnmcmanus/andrewpepoy,vertigo"
Fables Vol 4 March of the Wooden Soldiers,BillWillingham/MarkBuckingham/CraigHamilton/SteveLeialoha/P.CraigRussell,4.29,eng,Vertigo,"fables vol 4 march of the wooden soldiers,billwillingham/markbuckingham/craighamilton/steveleialoha/p.craigrussell,vertigo"
Fables Vol 1 Legends in Exile,BillWillingham/TerryMoore/MikeAllred/LanMedina/MarkBuckingham/MatthewSturges/SteveLeialoha/CraigHamilton/RussBraun/JamesJean/TonyAkins/EricShanower/ShawnMcManus/JaeLee/ChrissieZullo/DavidPetersen,3.97,eng,Vertigo,"fables vol 1 legends in exile,billwillingham/terrymoore/mikeallred/lanmedina/markbuckingham/matthewsturges/steveleialoha/craighamilton/russbraun/jamesjean/tonyakins/ericshanower/shawnmcmanus/jaelee/chrissiezullo/davidpetersen,vertigo"
Fables Vol 7 Arabian Nights and Days ,BillWillingham/MarkBuckingham/SteveLeialoha/JimFern/JimmyPalmiotti/AndrewPepoy,4.09,eng,Vertigo,"fables vol 7 arabian nights and days ,billwillingham/markbuckingham/steveleialoha/jimfern/jimmypalmiotti/andrewpepoy,vertigo"
Fables Vol 6 Homelands,BillWillingham/DavidHahn/MarkBuckingham/LanMedina/SteveLeialoha,4.28,eng,Vertigo,"fables vol 6 homelands,billwillingham/davidhahn/markbuckingham/lanmedina/steveleialoha,vertigo"
Fables Vol 3 Storybook Love,BillWillingham/BryanTalbot/LanMedina/MarkBuckingham/LindaMedley/SteveLeialoha/JamesJean,4.13,eng,Vertigo,"fables vol 3 storybook love,billwillingham/bryantalbot/lanmedina/markbuckingham/lindamedley/steveleialoha/jamesjean,vertigo"
Fables Vol 5 The Mean Seasons,BillWillingham/MarkBuckingham/SteveLeialoha/TonyAkins/JimmyPalmiotti,4.19,eng,Vertigo,"fables vol 5 the mean seasons,billwillingham/markbuckingham/steveleialoha/tonyakins/jimmypalmiotti,vertigo"
The Choice A Fable of Free Trade and Protectionism,RussellRoberts/RussRoberts,3.75,eng,Pearson,"the choice a fable of free trade and protectionism,russellroberts/russroberts,pearson"
Brewer s Dictionary of Phrase and Fable,JohnAyto,4.38,en-US,CollinsReference,"brewer s dictionary of phrase and fable,johnayto,collinsreference"
Jack of Fables Vol 1 The Nearly Great Escape,BillWillingham/MatthewSturges/TonyAkins/AndrewPepoy,3.58,eng,Vertigo,"jack of fables vol 1 the nearly great escape,billwillingham/matthewsturges/tonyakins/andrewpepoy,vertigo"
Math Fables,GregTang/HeatherCahoon,4.03,eng,ScholasticInc.,"math fables,gregtang/heathercahoon,scholasticinc."
The Five Dysfunctions of a Team A Leadership Fable,PatrickLencioni,4.04,eng,Jossey-Bass,"the five dysfunctions of a team a leadership fable,patricklencioni,jossey-bass"
Aesop s Fables,Aesop/LauraHarris/LauraGibbs,4.05,eng,OxfordUniversityPress,"aesop s fables,aesop/lauraharris/lauragibbs,oxforduniversitypress"
Icebound,DavidAxton/DeanKoontz/PaulMichael,3.76,eng,RandomHouseAudio,"icebound,davidaxton/deankoontz/paulmichael,randomhouseaudio"
Odd Thomas Odd Thomas 1 ,DeanKoontz/DavidBaker,3.97,eng,RandomHouseAudioPublishingGroup,"odd thomas odd thomas 1 ,deankoontz/davidbaker,randomhouseaudiopublishinggroup"
Seize the Night Moonlight Bay  2 ,DeanKoontz/KeithSzarabajka,4.08,eng,RandomHouseAudioPublishingGroup,"seize the night moonlight bay  2 ,deankoontz/keithszarabajka,randomhouseaudiopublishinggroup"
From the Corner of His Eye,DeanKoontz/StephenLang,4.03,en-US,RandomHouseAudioPublishingGroup,"from the corner of his eye,deankoontz/stephenlang,randomhouseaudiopublishinggroup"
The Good Guy,DeanKoontz/RichardFerrrone,3.82,eng,RandomHouseAudioPublishingGroup,"the good guy,deankoontz/richardferrrone,randomhouseaudiopublishinggroup"
Pompeii,RobertHarris/MichaelCumpsty,3.82,eng,RandomHouseAudio,"pompeii,robertharris/michaelcumpsty,randomhouseaudio"
3rd Degree,JamesPatterson/AndrewGross/CarolynMcCormick,4.02,eng,HachetteAudio,"3rd degree,jamespatterson/andrewgross/carolynmccormick,hachetteaudio"
2nd Chance Women s Murder Club 2 ,JamesPatterson/MelissaLeo/JeremyPiven/AndrewGross,4.04,eng,LittleBrown&Company,"2nd chance women s murder club 2 ,jamespatterson/melissaleo/jeremypiven/andrewgross,littlebrown&company"
The Big Bad Wolf,JamesPatterson/PeterJ.Fernandez/DenisO'Hare,3.99,eng,LittleBrown&Company,"the big bad wolf,jamespatterson/peterj.fernandez/deniso'hare,littlebrown&company"
Pop Goes the Weasel,JamesPatterson/RogerRees/KeithDavid,4.0,en-GB,LittleBrown&Company,"pop goes the weasel,jamespatterson/rogerrees/keithdavid,littlebrown&company"
The Winds of War The Henry Family  1 ,HermanWouk,4.37,eng,BackBayBooks,"the winds of war the henry family  1 ,hermanwouk,backbaybooks"
Hollywood Station Hollywood Station  1 ,JosephWambaugh,3.73,en-US,LittleBrownandCompany,"hollywood station hollywood station  1 ,josephwambaugh,littlebrownandcompany"
The Choirboys,JosephWambaugh,4.06,eng,Orion,"the choirboys,josephwambaugh,orion"
Fire Lover A True Story,JosephWambaugh,3.72,eng,WilliamMorrow,"fire lover a true story,josephwambaugh,williammorrow"
Floaters,JosephWambaugh,3.52,eng,Bantam,"floaters,josephwambaugh,bantam"
The New Centurions,JosephWambaugh,3.94,eng,Dell,"the new centurions,josephwambaugh,dell"
The Black Marble,JosephWambaugh,3.83,en-US,Dell,"the black marble,josephwambaugh,dell"
The Secrets of Harry Bright,JosephWambaugh,3.76,eng,Sphere,"the secrets of harry bright,josephwambaugh,sphere"
Lines and Shadows,JosephWambaugh,3.8,en-US,Bantam,"lines and shadows,josephwambaugh,bantam"
Hollywood Tough Shane Scully  3 ,StephenJ.Cannell/PaulMichael/MichaelPrichard,3.86,eng,MacmillanAudio,"hollywood tough shane scully  3 ,stephenj.cannell/paulmichael/michaelprichard,macmillanaudio"
Cold Hit Shane Scully 5 ,StephenJ.Cannell/ScottBrick,3.85,eng,MacmillanAudio,"cold hit shane scully 5 ,stephenj.cannell/scottbrick,macmillanaudio"
Trunk Music Harry Bosch  5 Harry Bosch Universe  6 ,MichaelConnelly/DickHill,4.18,eng,BrillianceAudio,"trunk music harry bosch  5 harry bosch universe  6 ,michaelconnelly/dickhill,brillianceaudio"
Angels Flight Harry Bosch  6 ,MichaelConnelly/DickHill,4.18,eng,BrillianceAudio,"angels flight harry bosch  6 ,michaelconnelly/dickhill,brillianceaudio"
The Black Echo Harry Bosch  1 Harry Bosch Universe  1 ,MichaelConnelly/DickHill,4.1,eng,BrillianceAudio,"the black echo harry bosch  1 harry bosch universe  1 ,michaelconnelly/dickhill,brillianceaudio"
The Closers Harry Bosch  11 Harry Bosch Universe  14 ,MichaelConnelly/LenCariou,4.13,eng,HachetteAudio,"the closers harry bosch  11 harry bosch universe  14 ,michaelconnelly/lencariou,hachetteaudio"
Echo Park Harry Bosch  12 Harry Bosch Universe  16 ,MichaelConnelly/LenCariou,4.12,eng,LittleBrown&Company,"echo park harry bosch  12 harry bosch universe  16 ,michaelconnelly/lencariou,littlebrown&company"
The Poet Jack McEvoy  1 Harry Bosch Universe  5 ,MichaelConnelly/BuckSchirner,4.2,eng,BrillianceAudio,"the poet jack mcevoy  1 harry bosch universe  5 ,michaelconnelly/buckschirner,brillianceaudio"
The Concrete Blonde Harry Bosch  3 ,MichaelConnelly/DickHill,4.16,en-US,BrillianceAudio,"the concrete blonde harry bosch  3 ,michaelconnelly/dickhill,brillianceaudio"
The Best American Mystery Stories 2003,MichaelConnelly/OttoPenzler,3.6,eng,MarinerBooks,"the best american mystery stories 2003,michaelconnelly/ottopenzler,marinerbooks"
Hundred Dollar Baby Spenser  34 ,RobertB.Parker/JoeMantegna,3.82,eng,RandomHouseAudio,"hundred dollar baby spenser  34 ,robertb.parker/joemantegna,randomhouseaudio"
The Spenser Collection Volume I Spenser  27 28 ,RobertB.Parker/JoeMantegna,4.26,en-US,RHAudio,"the spenser collection volume i spenser  27 28 ,robertb.parker/joemantegna,rhaudio"
School Days Spenser  33 ,RobertB.Parker/JoeMantegna,3.87,en-US,RandomHouseAudioPublishingGroup,"school days spenser  33 ,robertb.parker/joemantegna,randomhouseaudiopublishinggroup"
Potshot Spenser  28 ,RobertB.Parker/JoeMantegna,3.89,eng,RHAudioPrice-less,"potshot spenser  28 ,robertb.parker/joemantegna,rhaudioprice-less"
Chance Spenser  23 ,RobertB.Parker/BurtReynolds,4.1,en-US,AudioLiterature,"chance spenser  23 ,robertb.parker/burtreynolds,audioliterature"
The Accidental Time Machine,JoeHaldeman,3.7,eng,Ace,"the accidental time machine,joehaldeman,ace"
A Separate War and Other Stories,JoeHaldeman/ConnieWillis,3.68,en-US,AceBooks,"a separate war and other stories,joehaldeman/conniewillis,acebooks"
The Forever War The Forever War  1 ,JoeHaldeman,4.15,eng,Voyager,"the forever war the forever war  1 ,joehaldeman,voyager"
Worlds Enough and Time Worlds 3 ,JoeHaldeman,3.7,eng,WilliamMorrow&Company,"worlds enough and time worlds 3 ,joehaldeman,williammorrow&company"
The Coming,JoeHaldeman,3.09,eng,Ace,"the coming,joehaldeman,ace"
Forever Peace The Forever War  2 ,JoeHaldeman,3.74,eng,AceBooks,"forever peace the forever war  2 ,joehaldeman,acebooks"
Dealing in Futures,JoeHaldeman,3.73,en-US,Roc,"dealing in futures,joehaldeman,roc"
Study War No More A Selection of Alternatives,JoeHaldeman/WilliamNabors/HarryHarrison/DamonKnight/HarlanEllison/BenBova/PoulAnderson/IsaacAsimov/MackReynolds/AlecEffinger,3.56,eng,Avon,"study war no more a selection of alternatives,joehaldeman/williamnabors/harryharrison/damonknight/harlanellison/benbova/poulanderson/isaacasimov/mackreynolds/aleceffinger,avon"
